Topic_Name,K,Perplexity,Coherence
K29_MC4,29,777.3445180122843,0.32773418546675537
K29_MC5,29,777.3445180122843,0.32773418546675537
K29_MC6,29,777.3445180122843,0.32773418546675537
K29_MC7,29,777.3445180122843,0.32773418546675537
K29_MC8,29,777.3445180122843,0.32773418546675537
K29_MC9,29,777.3445180122843,0.32773418546675537
K30_MC0,30,883.4284873777152,0.28026369111443494
K30_MC1,30,883.4284873777152,0.28026369111443494
K30_MC10,30,883.4284873777152,0.28026369111443494
K30_MC11,30,883.4284873777152,0.28026369111443494
K30_MC12,30,883.4284873777152,0.28026369111443494
K30_MC13,30,883.4284873777152,0.28026369111443494
K30_MC14,30,883.4284873777152,0.28026369111443494
K30_MC15,30,883.4284873777152,0.28026369111443494
K30_MC16,30,883.4284873777152,0.28026369111443494
K30_MC17,30,883.4284873777152,0.28026369111443494
K30_MC18,30,883.4284873777152,0.28026369111443494
K30_MC19,30,883.4284873777152,0.28026369111443494
K30_MC2,30,883.4284873777152,0.28026369111443494
K30_MC20,30,883.4284873777152,0.28026369111443494
K30_MC21,30,883.4284873777152,0.28026369111443494
K30_MC22,30,883.4284873777152,0.28026369111443494
K30_MC23,30,883.4284873777152,0.28026369111443494
K30_MC24,30,883.4284873777152,0.28026369111443494
K30_MC25,30,883.4284873777152,0.28026369111443494
K30_MC26,30,883.4284873777152,0.28026369111443494
K30_MC27,30,883.4284873777152,0.28026369111443494
K30_MC28,30,883.4284873777152,0.28026369111443494
K30_MC29,30,883.4284873777152,0.28026369111443494
K30_MC3,30,883.4284873777152,0.28026369111443494
K30_MC4,30,883.4284873777152,0.28026369111443494
K30_MC5,30,883.4284873777152,0.28026369111443494
K30_MC6,30,883.4284873777152,0.28026369111443494
K30_MC7,30,883.4284873777152,0.28026369111443494
K30_MC8,30,883.4284873777152,0.28026369111443494
K30_MC9,30,883.4284873777152,0.28026369111443494
